0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100
8.34,7.956,8.576,7.908,10.736,7.772,7.932,8.032,8.252,7.8
8.312,7.888,8.368,7.868,9.316,7.788,8.008,8.176,8.192,8.036
8.412,7.912,8.344,7.912,8.264,7.712,7.92,8.1,8.264,8.264
8.516,8,8.376,8.016,7.968,7.752,7.856,8.008,8.168,8.036
8.48,7.984,8.308,8.052,8.08,7.908,7.92,8.048,8.148,7.72
8.456,7.884,8.124,7.944,8.088,7.924,8.008,8.172,8.088,7.668
8.496,7.92,8.148,7.86,8.048,7.784,7.944,8.148,8.18,7.892
8.652,8.048,8.196,7.94,8.136,7.768,7.872,8.04,8.152,8.192
8.628,8.012,8.176,8.032,8.232,7.9,7.868,8.096,8.088,8.208
8.58,7.912,8.084,7.952,8.236,7.94,8,8.212,8.08,8.04
8.656,7.916,8.012,7.86,8.144,7.82,7.964,8.26,8.172,7.936
8.792,8.028,8.124,7.916,8.144,7.78,7.856,8.108,8.132,7.932
8.852,8.024,8.16,8.064,8.22,7.836,7.924,8.136,8.08,7.808
8.828,7.916,8.052,8,8.24,7.964,7.996,8.256,8.056,7.8
8.884,7.92,8.008,7.896,8.132,7.864,7.984,8.356,8.164,7.92
9.02,7.98,8.084,7.928,8.136,7.816,7.848,8.228,8.148,8.06
9.072,8.032,8.12,8.084,8.216,7.872,7.868,8.232,8.068,7.952
9.036,7.972,8.028,8.068,8.22,8.016,7.98,8.356,8.08,7.868
9.052,7.928,7.952,7.948,8.168,7.92,7.98,8.492,8.148,7.94
9.208,8.004,8.056,7.98,8.128,7.832,7.848,8.396,8.18,8.112
9.272,8.052,8.132,8.112,8.248,7.892,7.86,8.336,8.096,8.148
9.208,7.972,8.052,8.112,8.304,8.032,7.94,8.46,8.108,8.024
9.172,7.9,7.94,7.98,8.232,7.976,7.952,8.636,8.136,7.744
9.24,7.984,8.032,8.008,8.18,7.884,7.864,8.6,8.196,7.708
9.228,8.064,8.136,8.116,8.228,7.932,7.836,8.528,8.112,7.764
9.104,7.964,8.072,8.14,8.284,8.08,7.9,8.676,8.104,7.956
8.956,7.896,7.972,8.076,8.28,8.064,7.964,8.864,8.084,8.02
8.876,7.952,8.024,8.028,8.2,7.936,7.888,8.82,8.188,7.972
8.876,8.032,8.124,8.12,8.276,7.96,7.828,8.748,8.136,7.804
8.688,7.996,8.096,8.216,8.348,8.1,7.86,8.848,8.108,7.584
8.504,7.884,7.992,8.144,8.352,8.136,7.944,9.06,8.08,7.58
8.48,7.896,8.016,8.08,8.264,8.016,7.904,9.088,8.176,7.784
8.48,8.004,8.132,8.192,8.324,8.048,7.844,8.972,8.132,7.92
8.392,8,8.1,8.28,8.392,8.152,7.884,9.028,8.104,7.944
8.236,7.92,8,8.276,8.408,8.24,7.96,9.184,8.08,8.084
8.208,7.928,8.004,8.18,8.292,8.14,7.92,9.224,8.192,7.816
8.292,8.02,8.108,8.268,8.376,8.136,7.82,9.028,8.152,7.672
8.216,8.008,8.116,8.396,8.44,8.24,7.884,9.008,8.092,7.968
8.088,7.9,8.044,8.404,8.496,8.36,8.016,9.016,8.08,8.48
8.1,7.876,7.996,8.3,8.4,8.288,8.012,9.008,8.168,9.244
8.196,7.98,8.076,8.368,8.412,8.272,7.908,8.76,8.16,10.128
8.18,8.008,8.108,8.56,8.528,8.388,7.952,8.608,8.08,10.724
8.064,7.908,8.06,8.548,8.592,8.532,8.06,8.552,8.088,11.032
8.044,7.892,7.976,8.488,8.528,8.532,8.116,8.544,8.148,10.54
8.112,7.96,8.048,8.556,8.54,8.488,8.016,8.328,8.176,9.292
8.148,8.008,8.124,8.756,8.664,8.58,8.068,8.188,8.12,8.176
8.084,7.924,8.072,8.784,8.744,8.772,8.12,8.18,8.08,7.816
8.04,7.88,7.96,8.696,8.728,8.772,8.14,8.244,8.12,8.04
8.112,7.928,8.064,8.752,8.692,8.692,7.996,8.104,8.176,7.992
8.144,8.004,8.12,8.928,8.828,8.76,7.976,7.952,8.08,7.708
8.096,7.968,8.08,9.012,8.932,8.952,8.012,7.996,8.096,7.664
8.028,7.876,7.968,8.96,8.944,8.976,8.068,8.112,8.092,7.688
8.08,7.916,8.016,8.916,8.88,8.848,7.98,8.012,8.18,7.896
8.172,7.992,8.092,9.052,8.988,8.9,7.916,7.86,8.108,7.948
8.116,7.964,8.088,9.16,9.128,9.06,7.968,7.896,8.072,7.764
8.02,7.892,7.976,9.06,9.14,9.028,7.976,8,8.044,7.78
8.068,7.908,7.996,8.944,9.108,8.86,7.876,8,8.164,7.908
8.144,7.984,8.088,8.98,9.152,8.792,7.808,7.844,8.108,7.94
8.128,7.996,8.08,9.028,9.272,8.776,7.836,7.868,8.064,7.94
8.04,7.896,7.992,8.84,9.28,8.712,7.94,7.996,8.04,7.896
8.06,7.924,7.956,8.632,9.164,8.508,7.868,8.008,8.14,7.924
8.16,8.04,8.076,8.592,9.176,8.336,7.812,7.864,8.14,7.996
8.144,8.088,8.076,8.588,9.204,8.312,7.82,7.872,8.088,7.9
8.068,8,8.012,8.432,9.148,8.304,7.936,7.964,8.052,7.768
8.036,7.992,7.948,8.216,8.964,8.124,7.912,8.02,8.132,7.852
8.124,8.1,8.048,8.164,8.836,8.004,7.784,7.868,8.132,8.04
8.132,8.156,8.092,8.244,8.796,7.976,7.832,7.848,8.056,8.08
8.048,8.096,8.028,8.14,8.716,8.052,7.896,7.912,8.048,7.984
8.06,8.096,7.944,7.972,8.56,7.952,7.892,8.024,8.096,7.948
8.152,8.164,8.032,7.96,8.456,7.812,7.676,7.892,8.14,8.08
8.144,8.196,8.092,8.052,8.448,7.848,7.74,7.832,8.072,8.076
8.096,8.08,8.024,8.048,8.436,7.964,8.116,7.904,8.088,7.908
8.052,8.016,7.936,7.896,8.316,7.908,8.616,8.04,8.092,7.908
8.1,8.084,8.008,7.872,8.196,7.772,9.128,7.96,8.156,8.048
8.16,8.128,8.1,7.964,8.224,7.784,9.828,7.824,8.08,8.08
8.132,8.092,8.064,7.98,8.252,7.884,10.656,7.884,8.084,7.976
8.024,7.98,7.924,7.888,8.204,7.884,11.292,8.036,8.072,8.04
8.096,8.004,7.984,7.816,8.08,7.732,11.264,7.988,8.168,8.18
8.204,8.068,8.108,7.92,8.132,7.74,10.02,7.836,8.096,8.184
8.108,7.976,8.048,7.944,8.18,7.884,8.672,7.892,8.084,8.104
8.032,7.856,7.94,7.888,8.164,7.852,7.984,8.008,8.052,8.164
8.048,7.872,7.952,7.796,8.02,7.74,7.784,8.028,8.152,8.364
8.14,7.988,8.072,7.888,8.092,7.748,7.748,7.868,8.104,8.456
8.124,7.948,8.056,7.964,8.152,7.836,7.828,7.872,8.072,8.264
8.04,7.84,7.972,7.924,8.148,7.864,7.944,7.972,8.056,8.132
8.06,7.86,7.948,7.812,8.016,7.748,7.984,7.992,8.152,8.308
8.14,7.972,8.076,7.856,8.072,7.712,7.912,7.836,8.128,8.404
8.148,7.972,8.076,7.96,8.148,7.784,7.936,7.832,8.068,8.228
8.052,7.888,8,7.924,8.16,7.88,8.032,7.956,8.064,8.2
8.008,7.844,7.94,7.792,8.012,7.792,8.012,8,8.132,8.28
8.088,7.968,8.06,7.872,8.024,7.744,7.868,7.912,8.128,8.468
8.136,7.996,8.088,7.988,8.124,7.8,7.916,7.876,8.072,8.48
8.056,7.808,8.016,7.964,8.16,7.916,8.028,7.924,8.048,8.436
8.004,7.772,7.928,7.836,8.056,7.82,8.012,8.016,8.096,8.568
8.092,8.064,8.016,7.828,8.044,7.732,7.896,7.892,8.124,8.732
8.14,8.516,8.076,7.984,8.096,7.776,7.94,7.78,8.06,8.756
8.044,8.992,8.028,7.968,8.16,7.908,7.996,7.896,8.08,8.668
7.984,9.568,7.952,7.844,8.088,7.848,8.064,8.012,8.096,8.776
8.048,10.424,8.048,7.816,8.032,7.72,7.964,7.92,8.128,9.016
8.12,11.116,8.14,7.94,8.1,7.768,7.944,7.808,8.06,9.12
8.052,11.328,8.116,7.988,8.128,7.904,8.02,7.856,8.068,8.976
7.984,10.336,8.008,7.88,8.136,7.868,8.096,7.992,8.084,8.936
8.044,8.988,8.08,7.816,8.044,7.724,8.048,7.928,8.16,9.016
8.124,8.164,8.224,7.904,8.108,7.74,7.984,7.792,8.088,9.06
8.072,7.86,8.26,7.972,8.14,7.884,8.044,7.852,8.068,8.936
7.988,7.808,8.176,7.904,8.136,7.884,8.12,7.976,8.06,9
8.02,7.888,8.18,7.808,8.016,7.748,8.084,7.98,8.156,9.176
8.112,8.02,8.224,7.9,8.044,7.756,8.02,7.8,8.168,9.108
8.08,8.056,8.192,7.996,8.136,7.848,8.1,7.832,8.148,8.696
7.98,7.98,8.108,7.9,8.108,7.88,8.184,7.936,8.144,8.552
8.02,7.98,8.092,7.784,8.04,7.756,8.172,7.976,8.248,8.544
8.108,8.068,8.192,7.868,8.064,7.7,8.068,7.812,8.248,8.536
8.076,8.072,8.168,7.976,8.116,7.784,8.136,7.816,8.236,8.44
7.984,7.98,8.1,7.912,8.128,7.892,8.224,7.92,8.244,8.344
8,7.948,7.992,7.776,8.024,7.784,8.232,8.004,8.344,8.464
8.116,8.052,8.068,7.8,8.02,7.716,8.16,7.904,8.336,8.352
8.144,8.108,8.088,7.976,8.096,7.788,8.224,7.876,8.24,8.052
8.084,8.008,7.988,7.928,8.092,7.88,8.296,7.944,8.244,7.868
8.072,8.008,7.888,7.82,8.048,7.816,8.36,8.092,8.268,8.204
8.16,8.072,7.984,7.776,8.008,7.696,8.26,7.98,8.264,8.256
8.236,8.144,8.036,7.948,8.068,7.76,8.288,7.908,8.188,7.844
8.164,8.056,7.956,7.924,8.124,7.88,8.388,8.06,8.184,7.604
8.18,8.016,7.892,7.824,8.072,7.852,8.452,8.212,8.172,7.616
8.256,8.068,7.932,7.764,7.984,7.692,8.412,8.1,8.192,7.796
8.328,8.16,8.036,7.904,8.036,7.732,8.428,7.972,8.116,7.884
8.196,8.112,7.988,7.936,8.104,7.844,8.54,8.004,8.076,7.74
8.16,8.048,7.892,7.816,8.056,7.84,8.632,8.1,8.028,7.752
8.18,8.112,7.968,7.764,7.976,7.696,8.66,8.052,8.132,7.88
8.236,8.216,8.044,7.852,8.044,7.716,8.628,7.884,8.064,7.92
8.172,8.164,7.992,7.924,8.116,7.836,8.74,7.944,8.04,7.772
8.076,8.088,7.804,7.864,8.084,7.86,8.884,8.056,7.992,7.756
8.088,8.128,7.928,7.744,7.964,7.744,8.876,8.048,8.12,8.072
8.124,8.268,8.336,7.824,8.004,7.708,8.836,7.8,8.072,8.184
8.092,8.236,8.792,7.948,8.06,7.776,8.936,7.792,8.036,7.868
7.984,8.128,9.288,7.86,8.08,7.828,9.064,7.884,8.02,7.616
7.936,8.188,9.956,7.756,7.984,7.732,9.064,7.932,8.108,7.74
8.028,8.296,10.792,7.796,8.024,7.676,9.012,7.768,8.1,8.076
8.028,8.284,11.264,7.92,8.072,7.76,9.044,7.784,8.016,8.252
7.94,8.22,10.94,7.892,8.072,7.856,9.1,7.864,7.944,8
7.928,8.212,9.592,7.764,7.992,7.768,9.072,7.932,8,7.816
8.024,8.352,8.54,7.808,7.964,7.676,8.92,7.816,8.216,7.88
8.016,8.404,8.012,7.92,8.024,7.756,8.864,7.744,8.512,7.648
7.932,8.332,7.852,7.892,8.04,7.888,8.816,7.844,9.072,7.436
7.924,8.328,7.836,7.764,8.02,7.856,8.712,7.964,9.712,7.54
8.028,8.424,7.972,7.796,7.98,7.748,8.536,7.848,10.52,7.728
8.06,8.52,8.096,7.9,8.032,7.824,8.416,7.708,11.104,7.74
7.948,8.5,8.092,7.908,8.056,7.98,8.392,7.692,11.44,7.668
7.8,8.472,7.976,7.8,8.016,7.956,8.344,7.84,10.604,7.712
7.924,8.596,8.1,7.752,7.944,7.852,8.172,8.092,9.276,7.848
8.296,8.736,8.188,7.88,7.988,7.912,8.096,8.46,8.272,7.876
8.716,8.72,8.112,7.9,8.032,8.072,8.112,9.14,7.956,7.784
9.22,8.696,8.016,7.828,8.024,8.008,8.148,9.984,7.984,7.744
9.968,8.784,8.06,7.748,7.976,7.844,8.044,10.732,8.112,7.828
10.784,8.956,8.176,7.848,8.076,7.84,7.972,11.136,8.092,7.848
11.188,8.952,8.148,7.928,8.128,7.956,7.984,11.14,8.112,7.772
10.94,8.904,8.008,7.832,8.116,7.972,8.072,10.084,8.14,7.924
9.744,8.98,8.044,7.76,8.012,7.828,7.968,8.744,8.26,8.1
8.692,9.132,8.16,7.844,8.104,7.784,7.884,7.8,8.2,7.968
8.052,9.148,8.164,7.936,8.232,7.832,7.96,7.588,8.164,7.672
7.744,9.048,8.108,7.852,8.288,7.888,7.992,7.752,8.144,7.512
7.856,9.056,8.092,7.752,8.132,7.724,7.976,7.844,8.236,7.664
7.988,9.176,8.192,7.792,8.12,7.64,7.88,7.784,8.192,7.936
8.008,9.124,8.232,7.896,8.164,7.748,7.932,7.844,8.156,7.992
7.976,8.988,8.144,7.848,8.192,7.824,7.984,7.992,8.16,7.804
8.012,8.892,8.096,7.732,8.052,7.724,7.984,8.068,8.212,7.768
8.12,8.876,8.224,7.788,8.02,7.652,7.868,7.932,8.24,7.912
8.132,8.804,8.24,7.964,8.124,7.704,7.88,7.864,8.148,7.808
8.004,8.596,8.192,7.948,8.092,7.812,7.976,7.952,8.192,7.604
8.056,8.44,8.128,7.856,8.036,7.748,8.024,8.068,8.24,7.596
8.104,8.432,8.252,7.876,7.952,7.624,7.912,7.948,8.24,7.756
8.164,8.424,8.34,8.004,7.996,7.68,7.884,7.86,8.2,7.784
8.052,8.264,8.3,8.04,8.028,7.84,7.968,7.928,8.196,7.672
8.036,8.168,8.2,7.976,7.936,7.764,8.004,8.08,8.24,7.784
8.12,8.2,8.276,7.984,7.884,7.548,7.916,8.02,8.32,7.9
8.16,8.204,8.368,8.104,7.928,7.568,7.88,7.88,8.292,7.868
8.096,8.112,8.336,8.084,7.976,7.952,7.932,7.96,8.292,7.776
8.04,8.012,8.252,7.976,7.952,8.328,8.036,8.116,8.268,7.84
8.14,8.048,8.38,7.876,7.868,8.752,7.92,8.076,8.356,8.044
8.228,8.116,8.452,7.972,7.948,9.4,7.88,7.9,8.332,8.244
8.14,8.048,8.452,8.044,7.996,10.304,7.928,7.984,8.316,8.344
8.06,7.968,8.388,7.94,7.964,10.948,8.004,8.124,8.312,8.204
8.128,8,8.448,7.848,7.9,10.996,7.948,8.12,8.404,7.896
8.228,8.056,8.576,7.884,7.92,10.048,7.864,7.972,8.372,7.744
8.216,8.052,8.568,7.96,7.924,8.788,7.936,7.992,8.38,7.68
8.116,7.952,8.528,7.876,7.868,7.964,8.016,8.12,8.372,7.672
8.184,7.952,8.56,7.736,7.948,7.528,7.992,8.18,8.476,7.84
8.3,8.076,8.756,7.792,8.38,7.5,7.868,8.056,8.5,7.956
8.296,8.056,8.756,7.872,8.98,7.66,7.912,8.076,8.432,7.904
8.172,7.952,8.776,7.84,9.592,7.824,8.02,8.16,8.456,7.848
8.216,7.968,8.784,7.712,10.26,7.792,7.996,8.256,8.584,7.932
8.336,8.056,8.928,7.756,10.868,7.736,7.876,8.132,8.62,8.104
8.336,8.08,9.004,7.876,11.228,7.832,7.912,8.092,8.572,8.048
8.284,7.988,9,7.856,10.484,7.932,7.972,8.216,8.628,7.992
8.292,7.928,8.96,7.736,9.144,7.884,8.024,8.324,8.712,8.072
8.412,8.024,9.136,7.74,8.136,7.744,7.872,8.252,8.752,8.188
8.432,8.08,9.22,7.876,7.812,7.82,7.896,8.204,8.716,8.152
8.4,8.004,9.204,7.868,7.8,7.936,7.976,8.312,8.8,8.036
8.384,7.952,9.12,7.692,7.84,7.892,7.992,8.468,8.872,8.108
8.492,8,9.212,7.616,7.824,7.764,7.924,8.412,8.976,8.236
8.588,8.1,9.268,7.916,7.964,7.8,7.904,8.328,8.976,8.292
8.552,8.032,9.2,8.308,8.028,7.956,7.948,8.436,9,8.232
8.5,7.932,9.012,8.68,8.068,7.928,8.02,8.6,9.068,8.36
8.64,7.992,8.96,9.2,7.972,7.82,7.944,8.628,9.176,8.54
8.732,8.096,8.98,10.04,8.036,7.808,7.852,8.48,9.18,8.528
8.78,8.06,8.816,10.784,8.096,7.972,7.896,8.6,9.208,8.3
8.732,7.936,8.652,11.132,8.096,7.968,8.004,8.784,9.228,8.232
8.82,8,8.556,10.488,7.968,7.872,7.956,8.856,9.332,8.248
8.96,8.092,8.556,9.204,8.048,7.864,7.848,8.744,9.324,8.288
9.016,8.088,8.456,8.256,8.1,7.94,7.908,8.836,9.28,8.168
8.952,7.976,8.32,7.74,8.12,8.044,7.968,8.976,9.24,8.08
9.028,7.996,8.224,7.608,8.032,7.932,7.956,9.068,9.276,8.156
9.156,8.072,8.292,7.744,8.032,7.9,7.836,8.972,9.156,8.208
9.164,8.068,8.224,7.888,8.088,7.984,7.908,8.98,9.048,8.068
9.104,7.972,8.144,7.94,8.132,8.1,7.956,9.112,8.932,7.968
9.116,7.972,8.076,7.82,8.076,8,7.988,9.2,8.864,8.012
9.208,8.052,8.132,7.888,8.064,7.952,7.86,9.056,8.804,8.076
9.196,8.1,8.168,7.988,8.14,8.024,7.888,8.968,8.644,7.988
9.076,7.988,8.076,7.976,8.164,8.148,7.972,8.972,8.56,7.74
8.936,7.96,8.012,7.84,8.152,8.12,7.988,8.992,8.488,7.768
8.916,8.032,8.084,7.876,8.104,7.992,7.876,8.784,8.464,8.144
8.864,8.064,8.144,7.976,8.18,8.108,7.888,8.6,8.312,8.612
8.656,8.04,8.048,7.988,8.176,8.248,7.932,8.532,8.304,9.064
8.516,7.94,7.976,7.888,8.176,8.244,7.984,8.568,8.268,9.784
8.492,8.008,8.048,7.828,8.104,8.104,7.888,8.396,8.296,10.664
8.484,8.084,8.124,7.968,8.216,8.176,7.852,8.164,8.212,11.124
8.336,8.024,8.084,8.008,8.276,8.332,7.94,8.188,8.204,10.96
8.196,7.912,7.996,7.892,8.268,8.352,8.016,8.248,8.192,9.764
8.24,7.972,8.048,7.856,8.18,8.268,7.956,8.156,8.232,8.692
8.256,8.064,8.14,7.988,8.264,8.332,7.912,7.956,8.18,7.98
8.176,8.028,8.088,8.04,8.36,8.496,8.012,7.984,8.168,7.572
8.04,7.948,8.008,7.988,8.344,8.564,8.108,8.08,8.148,7.616
8.088,7.96,8.004,7.9,8.244,8.496,8.072,8.052,8.24,7.768
8.172,8.08,8.112,8.008,8.324,8.504,8,7.868,8.184,7.92
8.104,8.044,8.072,8.108,8.448,8.668,8.088,7.892,8.14,7.864
8.032,7.948,8.028,8.06,8.48,8.808,8.176,7.996,8.132,7.86
8.044,7.952,8.02,7.924,8.412,8.736,8.184,8.028,8.192,7.976
8.14,8.024,8.116,8.04,8.448,8.724,8.044,7.888,8.192,8.08
8.08,8.06,8.092,8.12,8.568,8.86,8.092,7.876,8.12,7.984
7.988,7.976,8.04,8.088,8.612,8.98,8.1,7.964,8.124,7.912
8.016,7.94,7.988,7.996,8.588,8.94,8.128,8.028,8.212,7.992
8.104,8.032,8.06,8.072,8.596,8.888,8,7.876,8.212,8.12
8.116,8.068,8.132,8.2,8.74,8.936,8.02,7.816,8.136,8.048
8.048,7.976,8.06,8.18,8.808,9.056,8.08,7.912,8.176,7.956
8.012,7.928,7.952,8.072,8.8,8.98,8.06,8.06,8.176,7.984
8.06,7.988,8.072,8.104,8.804,8.776,7.936,7.908,8.216,8.112
8.124,8.08,8.096,8.252,8.904,8.732,7.892,7.848,8.112,8.088
8.016,7.992,8.064,8.272,8.992,8.756,7.948,7.928,8.132,7.952
7.976,7.94,7.992,8.22,9.016,8.6,7.968,8.06,8.168,7.968
8.06,7.996,8.068,8.228,8.98,8.368,7.872,7.972,8.232,8.108
8.128,8.084,8.128,8.36,9.092,8.284,7.804,7.832,8.152,8.152
8.072,8.02,8.068,8.416,9.144,8.316,7.896,7.892,8.16,8
7.988,7.928,8,8.372,9.144,8.224,7.928,8.04,8.14,8.048
8.044,7.968,8.044,8.316,9.056,8.024,7.884,8.004,8.236,8.144
8.132,8.084,8.112,8.492,9.072,7.984,7.832,7.844,8.164,8.224
8.076,8.024,8.064,8.576,9.068,8.04,7.868,7.896,8.152,8.088
8.004,7.956,7.996,8.556,8.952,8.036,7.96,8.02,8.152,8.128
8.036,7.964,7.992,8.528,8.752,7.896,7.924,8.028,8.228,8.268
8.136,8.1,8.108,8.692,8.688,7.848,7.848,7.864,8.204,8.38
8.076,8.044,8.068,8.844,8.672,7.912,7.872,7.868,8.148,8.304
7.992,7.964,8,8.812,8.556,7.964,7.856,7.996,8.132,8.264
8.008,7.992,8,8.732,8.384,7.84,7.876,8.044,8.184,8.32
8.136,8.124,8.092,8.844,8.312,7.796,8.028,7.892,8.204,8.408
8.088,8.164,8.064,9.04,8.3,7.844,8.556,7.884,8.12,8.328
7.988,8.096,8.008,9.052,8.232,7.912,9.176,7.984,8.14,8.236
7.984,8.076,7.956,8.944,8.12,7.832,9.844,8.088,8.168,8.312
8.1,8.204,8.068,9.004,8.056,7.732,10.496,7.924,8.164,8.392
8.096,8.256,8.044,9.152,8.128,7.812,11.12,7.86,8.116,8.356
8.016,8.2,8.02,9.108,8.108,7.932,11.244,7.952,8.12,8.22
7.956,8.172,7.92,8.96,8.06,7.868,10.096,8.052,8.152,8.296
8.084,8.192,8.04,8.912,7.956,7.756,8.604,7.936,8.18,8.432
8.104,8.224,8.1,8.94,8.024,7.804,7.888,7.856,8.116,8.432
7.992,8.16,8.012,8.86,8.02,7.916,7.8,7.936,8.132,8.324
7.976,8.084,7.928,8.608,8.02,7.892,7.948,8.072,8.124,8.436
8.048,8.128,8.008,8.464,7.94,7.76,7.904,8,8.184,8.612
8.108,8.208,8.084,8.496,8.004,7.772,7.912,7.848,8.128,8.624
8.036,8.14,8.048,8.436,8.036,7.892,8.008,7.912,8.108,8.532
7.976,8.008,7.976,8.252,7.996,7.916,8.116,8.056,8.096,8.62
7.992,8.028,8.008,8.112,7.944,7.78,8.012,8.04,8.156,8.772
8.092,8.072,8.116,8.148,7.972,7.764,7.956,7.86,8.108,8.868
8.024,8.044,8.052,8.196,8.028,7.872,7.992,7.896,8.112,8.784
7.956,7.912,7.976,8.056,8.012,7.916,8.072,7.984,8.084,8.808
7.98,7.952,7.948,7.928,7.948,7.8,8.052,8.004,8.184,8.972
8.096,8.044,8.056,7.956,7.956,7.792,7.96,7.864,8.128,9.1
8.076,8.016,8.024,8.032,8.048,7.848,8.004,7.868,8.092,9.02
7.932,7.92,7.992,7.988,8.024,7.936,8.064,7.984,8.076,8.996
7.956,7.908,7.948,7.856,7.976,7.852,8.076,8.036,8.16,9.068
8.052,8.008,8.064,7.868,7.944,7.796,7.96,7.84,8.144,9.2
8.016,8.04,8.04,7.992,8.044,7.844,8.004,7.852,8.048,9.076
7.932,7.956,7.976,7.948,8.016,7.948,8.108,7.952,8.064,8.936
7.98,7.964,7.916,7.844,7.964,7.848,8.128,8.056,8.132,8.944
8.052,8.024,8.028,7.848,7.948,7.776,8.016,7.9,8.14,8.96
8.08,8.044,8.052,7.98,8.012,7.824,8.048,7.86,8.1,8.732
7.992,7.876,8.016,7.948,8.012,7.944,8.108,7.996,8.1,8.54
7.98,7.96,7.932,7.836,8,7.9,8.148,8.128,8.116,8.428
8.1,8.388,8.052,7.8,7.94,7.812,8.064,8.04,8.144,8.436
8.124,8.952,8.132,7.952,8.004,7.812,8.056,7.948,8.044,8.328
8.08,9.416,8.088,7.972,8.032,7.948,8.14,8.044,8.1,8.132
8.06,10.092,8.004,7.872,8.004,7.9,8.22,8.176,8.1,8.12
8.156,10.892,8.088,7.816,7.944,7.788,8.124,8.14,8.124,8.172
8.228,11.424,8.188,7.932,8.008,7.816,8.1,8.024,8.084,8.152
8.212,10.94,8.172,7.972,8.024,7.92,8.196,8.072,8.08,7.984
8.14,9.468,8.128,7.852,8.008,7.9,8.28,8.204,8.104,7.948
8.176,8.396,8.164,7.816,7.944,7.796,8.208,8.168,8.144,8.068
8.228,8.048,8.228,7.868,7.964,7.8,8.16,7.984,8.104,8.112
8.168,7.992,8.184,7.98,8.044,7.88,8.232,7.992,8.072,7.94
8.08,7.94,8.084,7.916,7.996,7.896,8.332,8.088,8.076,7.928
8.108,7.988,8.072,7.844,7.94,7.796,8.328,8.12,8.124,8.064
8.2,8.152,8.196,7.888,7.948,7.764,8.248,7.932,8.1,8.076
8.168,8.18,8.164,7.952,8.024,7.82,8.332,7.912,8.068,7.956
8.012,8.092,8.06,7.944,8.008,7.928,8.412,8.012,8.088,7.904
8.012,8.072,8,7.824,7.936,7.844,8.448,8.04,8.188,7.992
8.076,8.192,8.092,7.892,7.948,7.776,8.336,7.86,8.18,8.068
8.04,8.196,8.044,7.976,7.988,7.832,8.432,7.804,8.14,7.988
7.936,8.088,7.936,7.98,7.992,7.916,8.564,7.9,8.204,7.9
7.916,8.076,7.876,7.868,7.952,7.812,8.62,7.976,8.232,7.948
8.024,8.156,7.988,7.86,7.912,7.76,8.544,7.836,8.28,8.088
8.028,8.192,8.036,7.964,8.012,7.808,8.596,7.768,8.216,8.032
7.936,8.12,7.952,7.984,7.988,7.892,8.72,7.884,8.308,7.904
7.904,8.084,7.876,7.856,7.944,7.864,8.808,8,8.304,7.964
8,8.144,7.944,7.836,7.884,7.744,8.744,7.888,8.328,8.056
8.016,8.252,8.036,7.948,7.984,7.8,8.832,7.808,8.228,8.068
7.94,8.176,7.976,7.98,7.992,7.892,8.932,7.872,8.232,7.92
7.912,8.128,7.86,7.872,7.944,7.876,9.044,7.988,8.204,7.94
7.948,8.172,7.956,7.816,7.908,7.772,9.004,7.84,8.276,8.076
7.988,8.284,8.052,7.908,7.948,7.784,9.024,7.676,8.188,8.08
7.832,8.224,7.972,7.96,8,7.876,9.124,7.956,8.148,7.964
7.884,8.168,7.788,7.86,7.964,7.868,9.192,8.536,8.116,7.96
8.304,8.204,7.852,7.804,7.88,7.8,9.148,9.104,8.164,8.044
8.936,8.32,8.3,7.856,7.928,7.764,9.1,9.572,8.084,8.1
9.512,8.284,8.748,7.96,8,7.848,9.124,10.44,8.008,7.972
10.164,8.204,9.256,7.924,8.02,7.904,9.16,11.216,8.032,7.932
10.912,8.248,9.976,7.804,7.964,7.788,9.032,11.5,8.1,8.016
11.432,8.356,10.788,7.864,8.004,7.768,8.828,10.456,8.072,8.08
10.86,8.376,11.228,7.94,8.112,7.844,8.788,9.024,8.012,7.948
9.444,8.256,10.924,7.904,8.1,7.896,8.76,8.14,8.04,7.872
8.348,8.3,9.652,7.796,8.04,7.804,8.612,7.896,8.072,7.992
7.992,8.424,8.612,7.832,8.052,7.76,8.396,7.768,8.092,8.052
7.864,8.452,7.972,7.94,8.18,7.848,8.372,7.796,8.028,7.976
7.848,8.376,7.744,7.952,8.164,7.9,8.36,7.96,8.06,7.884
7.892,8.4,7.74,7.812,8.1,7.816,8.308,8.06,8.12,7.944
8.064,8.48,7.928,7.816,8.06,7.744,8.128,7.96,8.092,8.048
8.108,8.532,8.032,7.92,8.116,7.788,8.108,7.912,7.936,8
8.028,8.476,8.044,7.932,8.108,7.896,8.156,8.032,7.924,7.852
8.02,8.472,7.944,7.812,8.08,7.864,8.172,8.136,8.156,7.896
8.116,8.592,8.068,7.788,8.008,7.776,8.012,8.036,8.62,8.004
8.14,8.684,8.136,7.912,8.032,7.796,7.996,7.9,9.088,7.976
8.056,8.664,8.072,7.96,8.044,7.896,8.072,7.988,9.772,7.864
7.996,8.644,7.98,7.844,7.964,7.86,8.096,8.116,10.508,7.88
8.108,8.74,8.052,7.788,7.88,7.796,8.028,8.052,11.144,8.016
8.164,8.872,8.148,7.892,7.932,7.844,7.956,7.912,11.296,8.004
