f1y01,f1y02,f1y03,f1y04,f1y05,f1y06,f1y07,f1y08,f1y09,f1y10
8.064,8.02,8.596,8.016,8.156,7.892,7.756,7.824,8.06,7.964
7.98,8.02,8.628,8.012,7.884,8.004,7.788,7.92,8.068,7.908
8.012,8.016,8.62,8.012,8.472,8.02,7.792,8.044,7.948,7.9
8.092,7.996,8.704,8.016,8.648,7.912,7.78,7.952,7.952,7.888
8.112,8.004,8.804,8.008,8.02,7.9,7.828,7.796,8.104,7.916
8.028,8.036,8.836,8.008,7.62,7.968,7.792,7.916,8.168,7.884
8.08,8.04,8.852,7.988,8.204,8.012,7.78,8.02,8.012,7.864
8.14,7.984,8.888,7.988,8.52,7.948,7.648,7.956,7.848,7.852
8.2,7.984,9.016,7.976,8.02,7.904,7.612,7.828,7.996,7.872
8.124,8.052,9.052,8.016,7.508,7.948,7.668,7.92,7.968,7.868
8.128,8.072,9.06,7.976,8.036,8.012,8.024,8.056,7.96,7.876
8.204,8.008,9.092,7.972,8.432,7.972,8.856,7.984,7.912,7.84
8.284,7.976,9.196,7.996,8.064,7.896,10.128,7.828,8.036,7.864
8.264,8.032,9.2,7.996,7.492,7.896,11.4,7.872,8.124,7.856
8.192,8.056,9.152,7.988,7.872,7.992,12.688,8.048,8.044,7.832
8.284,8.02,9.14,7.948,8.356,7.992,13.304,8.024,8.04,7.832
8.4,7.956,9.144,7.96,8.12,7.892,12.232,7.892,8.12,7.84
8.368,8.008,9.136,7.996,7.536,7.912,10.36,7.924,8.16,7.868
8.348,8.028,9.008,7.98,7.76,8,8.564,8.124,8.148,7.808
8.456,8.024,8.896,7.952,8.292,8,7.832,8.128,8.072,7.688
8.56,8,8.856,7.988,8.24,7.896,7.796,8.024,8.036,7.596
8.564,7.996,8.812,7.976,7.604,7.888,7.748,7.984,8.248,7.696
8.536,8.048,8.696,7.984,7.612,8,7.824,8.112,8.352,7.98
8.652,8.02,8.532,7.96,8.256,8.028,8.004,8.18,8.292,8.516
8.768,7.968,8.492,7.968,8.324,7.912,8.104,8.1,8.124,9.304
8.816,8.016,8.472,7.964,7.752,7.888,8.072,8.02,8.152,9.952
8.772,8.044,8.34,7.98,7.528,7.98,8.044,8.088,8.1,10.56
8.836,8.024,8.24,7.94,8.184,8.028,8.04,8.18,8.084,10.988
8.952,7.984,8.224,7.96,8.4,7.936,7.98,8.052,8.148,11.12
8.972,7.984,8.228,7.964,7.88,7.912,7.96,7.892,8.396,10.96
8.98,8.04,8.168,7.992,7.484,7.96,7.964,8.02,8.492,9.872
8.968,8.056,8.088,7.964,8.08,7.988,7.96,8.16,8.248,8.536
9.052,8.008,8.072,7.944,8.412,7.948,7.952,8.02,8.18,7.852
9.052,7.98,8.104,7.948,7.984,7.888,7.936,7.836,8.38,7.672
8.944,8.016,8.072,8.008,7.46,7.952,7.948,7.884,8.408,7.604
8.872,8.028,8.036,7.976,8.008,8.02,7.944,8.02,8.344,7.652
8.832,8.008,7.992,7.952,8.42,7.98,7.948,7.912,8.416,7.724
8.74,7.992,8.048,7.968,8.092,7.924,7.968,7.776,8.572,7.784
8.616,8.02,8.052,7.996,7.512,7.944,7.984,7.816,8.688,7.904
8.436,8.04,8.02,7.976,7.888,8.008,7.98,7.968,8.5,7.908
8.396,8.004,7.976,7.952,8.368,8.012,7.976,7.936,8.44,7.868
8.368,7.98,8.048,7.952,8.164,7.916,7.984,7.788,8.54,7.892
8.252,8.016,8.04,7.988,7.564,7.9,7.968,7.788,8.652,7.848
8.136,8.06,8,7.996,7.808,7.992,7.988,7.936,8.584,7.844
8.088,8,7.932,7.936,8.324,8.016,8.02,7.936,8.484,7.856
8.112,7.948,8.012,7.996,8.252,7.932,8.004,7.82,8.452,7.836
8.036,8.008,8.056,7.988,7.656,7.896,8,7.784,8.552,7.832
7.932,8.068,8.008,7.988,7.636,8.004,8.04,7.924,8.464,7.832
7.936,7.996,7.952,7.988,8.22,8.024,8.036,7.94,8.308,7.824
7.98,7.956,8.004,7.98,8.324,7.892,8.028,7.844,8.292,7.844
7.94,8.008,8.044,7.98,7.776,7.92,8.012,7.732,8.412,7.856
7.856,8.044,8.02,8.012,7.5,7.964,8.04,7.848,8.24,7.832
7.86,8.024,7.972,7.964,8.16,8.032,8.048,7.992,8.096,7.86
7.932,7.972,8.004,7.952,8.38,7.944,8.048,7.896,8.104,7.86
7.908,7.992,8.068,7.988,7.876,7.908,8.052,7.756,8.272,7.856
7.84,8.016,8.028,8,7.452,7.972,8.1,7.736,8.156,7.856
7.844,8.044,7.988,7.964,8.08,8.032,8.108,7.76,8.056,7.848
7.908,7.972,7.98,7.944,8.388,7.948,8.116,7.676,7.892,7.896
7.912,7.964,8.036,7.976,7.948,7.904,8.132,7.744,7.984,7.9
7.86,8.044,8.012,8.024,7.436,7.944,8.148,8.108,8.04,7.9
7.828,8.088,7.964,7.996,7.956,8.036,8.16,8.748,7.956,7.884
7.872,8.048,7.968,7.94,8.36,7.972,8.156,9.276,7.908,7.888
7.928,8.088,8.008,7.968,8.036,7.884,8.212,9.648,7.944,7.88
7.844,8.112,8.032,8.016,7.46,7.928,8.2,10.348,8.052,7.904
7.816,8.12,7.992,7.984,7.84,8.02,8.232,10.852,8.096,7.88
7.872,8.06,7.976,7.956,8.324,8.012,8.256,10.28,8.056,7.928
7.932,8.06,8.016,7.968,8.092,7.92,8.232,9.068,8.04,7.936
7.868,8.152,8.012,8.024,7.512,7.94,8.244,8.384,7.936,7.94
7.8,8.212,8,8.02,7.696,8.004,8.284,8.24,7.804,7.944
7.856,8.136,7.94,7.976,8.26,8.036,8.36,8.04,7.76,7.96
7.936,8.064,8.008,7.976,8.164,7.928,8.36,7.78,7.86,7.964
7.9,8.076,8.06,8.004,7.624,7.932,8.38,7.748,8.008,7.952
7.832,8.092,8,7.988,7.564,8.036,8.42,8,7.98,7.992
7.836,8.06,7.936,7.988,8.172,8.072,8.484,8.108,7.84,7.996
7.936,7.988,7.98,8.008,8.252,7.984,8.524,8.036,7.872,8.044
7.912,8.028,8.028,7.988,7.696,7.948,8.58,7.884,8.024,8.064
7.836,8.036,8,8.044,7.456,8.068,8.612,7.98,8.052,8.08
7.864,8.008,7.94,7.98,8.12,8.112,8.704,8.1,7.896,8.088
7.908,7.96,7.968,7.964,8.34,8.064,8.764,8.016,7.844,8.1
7.904,7.976,8.02,7.976,7.812,8.02,8.836,7.86,7.976,8.132
7.852,7.98,8.004,8.028,7.412,8.128,8.896,7.98,8.008,8.168
7.84,7.956,7.94,7.98,8.016,8.164,8.94,8.104,7.92,8.192
7.864,7.92,7.956,7.956,8.364,8.108,9.044,8.008,7.856,8.228
7.904,7.932,7.992,7.988,7.908,8.08,9.104,7.86,7.984,8.264
7.884,7.96,7.988,7.992,7.38,8.156,9.14,7.952,8.012,8.28
7.828,7.984,7.924,8,7.916,8.184,9.216,8.116,7.956,8.304
7.856,7.948,7.924,7.94,8.332,8.144,9.292,8.04,7.884,8.36
7.908,7.904,7.972,7.98,7.996,8.036,9.32,7.92,7.964,8.324
7.86,7.956,8.004,8.004,7.432,8.048,9.332,7.936,8.06,8.404
7.816,7.988,7.964,7.952,7.792,8.1,9.356,8.108,8.028,8.384
7.836,7.932,7.924,7.944,8.276,8.068,9.312,8.104,7.936,8.456
7.908,7.856,7.996,7.984,8.056,7.94,9.208,7.952,7.936,8.444
7.876,7.816,7.988,8.004,7.456,7.916,9.116,7.908,8.052,8.448
7.808,7.84,7.96,8.012,7.664,8.008,9.048,8.104,7.96,8.408
7.828,7.908,7.92,7.972,8.2,8.04,8.944,8.124,7.836,8.412
7.916,8.088,7.968,8.004,8.144,7.92,8.808,7.984,7.872,8.376
7.88,8.512,7.98,8.004,7.592,7.872,8.676,7.948,8.036,8.332
7.808,9.068,7.96,8.008,7.536,7.936,8.58,8.088,7.996,8.284
7.816,9.672,7.924,7.984,8.152,7.992,8.484,8.132,7.932,8.228
7.92,10.18,7.928,7.98,8.232,7.9,8.368,8.044,7.916,8.172
7.868,10.172,7.996,7.992,7.688,7.868,8.3,7.944,8.048,8.172
7.812,9.636,7.976,8.02,7.436,7.948,8.204,8.084,8.008,8.096
7.792,9.052,7.912,8.032,8.076,7.988,8.176,8.192,7.94,8.036
7.892,8.556,7.948,8.004,8.308,7.92,8.1,8.092,7.956,8.012
7.848,8.072,8,8.004,7.832,7.868,8.024,7.96,8.168,7.972
7.8,7.828,7.964,8.024,7.4,7.944,8.012,8.088,8.152,7.896
7.8,7.84,7.908,7.992,8.012,8.004,8.012,8.228,7.88,7.844
7.868,7.896,7.928,7.988,8.336,7.924,7.948,8.128,7.816,7.86
7.868,7.96,7.956,8,7.932,7.904,7.94,8.02,7.988,7.864
7.828,8.048,7.936,8.028,7.392,7.944,7.936,8.104,8.016,7.844
7.784,8.104,7.924,7.992,7.904,8.016,7.924,8.284,7.956,7.816
7.82,8.028,7.928,7.984,8.304,7.98,7.924,8.224,7.856,7.816
7.876,8.004,7.964,7.98,7.992,7.868,7.872,8.088,7.988,7.828
7.804,8.056,7.972,8.028,7.464,7.94,7.884,8.124,8.192,7.796
7.772,8.068,7.936,8.016,7.792,8.092,7.908,8.308,8.144,7.776
7.812,8.04,7.928,7.956,8.284,8.5,7.912,8.28,7.96,7.804
7.892,7.988,7.968,8.024,8.08,9.124,7.872,8.188,8,7.788
7.848,8.032,7.988,8.044,7.524,9.6,7.848,8.188,8.128,7.824
7.764,8.06,7.932,8.032,7.652,9.7,7.876,8.38,8.148,7.82
7.788,8.032,7.912,7.992,8.22,9.336,7.872,8.408,8.116,7.808
7.872,8.004,7.956,8.012,8.18,8.612,7.86,8.312,8.252,7.768
7.836,8.032,7.992,8.016,7.652,8.252,7.848,8.284,8.364,7.76
7.784,8.06,7.912,8.012,7.592,8.2,7.876,8.46,8.308,7.756
7.808,8.036,7.904,7.992,8.196,8.068,7.884,8.548,8.188,7.772
7.896,8.02,7.94,8,8.268,7.848,7.864,8.472,8.288,7.816
7.864,8.036,7.992,8.02,7.748,7.808,7.832,8.388,8.52,7.812
7.82,8.08,7.932,8.02,7.524,7.888,7.888,8.528,8.356,7.796
7.784,8.084,7.908,8.012,8.184,8.024,7.848,8.668,8.12,7.796
7.876,8.016,7.92,8,8.436,8.004,7.876,8.6,7.924,7.796
7.864,8.044,7.984,8.036,7.952,7.972,7.868,8.496,7.992,7.796
7.808,8.084,7.964,8.068,7.524,8.072,7.832,8.624,8.084,7.78
7.768,8.104,7.908,8.028,8.1,8.132,7.852,8.796,8.076,7.752
7.884,8.064,7.916,8.024,8.464,8.072,7.84,8.776,8.072,7.788
7.872,8.068,7.988,8.056,8.076,8.016,7.844,8.632,8.084,7.796
7.832,8.104,7.968,8.096,7.532,8.052,7.824,8.708,8.128,7.808
7.76,8.116,7.976,8.08,8.068,8.124,7.852,8.916,7.944,7.788
7.828,8.096,7.988,8.06,8.48,8.132,7.852,8.848,7.876,7.796
7.868,8.08,8.048,8.052,8.128,8.016,7.84,8.728,7.924,7.78
7.828,8.132,8.052,8.104,7.56,8.056,7.828,8.808,8.004,7.78
7.788,8.172,8.024,8.1,7.924,8.144,7.832,8.94,7.98,7.788
7.88,8.104,8.028,8.056,8.408,8.148,7.864,8.888,7.896,7.792
7.98,8.104,8.088,8.104,8.2,8.064,7.812,8.684,7.968,7.792
7.908,8.168,8.092,8.144,7.648,8.06,7.84,8.636,8.152,7.78
7.872,8.208,8.052,8.184,7.82,8.168,7.836,8.744,8.128,7.8
7.912,8.152,8.108,8.164,8.372,8.18,7.844,8.68,8.012,7.812
8.056,8.12,8.208,8.224,8.26,8.076,7.836,8.48,8.084,7.832
8.052,8.208,8.26,8.244,7.672,8.064,7.832,8.324,7.952,7.924
7.996,8.228,8.164,8.196,7.58,8.16,7.824,8.404,7.816,7.952
7.976,8.232,8.084,8.136,8.18,8.184,7.852,8.4,7.724,7.988
8.048,8.2,8.136,8.128,8.244,8.116,7.848,8.232,7.744,8.024
7.996,8.24,8.16,8.128,7.744,8.104,7.844,8.056,7.992,8.004
7.912,8.292,8.132,8.152,7.472,8.2,7.828,8.136,8.228,7.984
7.892,8.296,8.088,8.048,8.084,8.232,7.872,8.2,8.132,7.988
7.968,8.272,8.08,8.028,8.328,8.172,7.848,8.08,7.788,7.984
7.956,8.296,8.168,8.08,7.848,8.112,7.816,7.912,7.808,7.992
7.896,8.376,8.1,8.128,7.42,8.196,7.82,7.996,7.856,7.976
7.804,8.412,8.016,8.068,8,8.268,7.86,8.12,7.728,7.944
7.864,8.412,8.012,8.052,8.34,8.22,7.836,8.004,7.856,7.852
7.86,8.404,8.048,8.052,7.952,8.156,7.836,7.868,8.396,7.8
7.788,8.5,7.972,8.044,7.356,8.204,7.836,7.912,8.98,7.788
7.728,8.556,7.9,8.02,7.8,8.316,7.852,8.096,9.216,7.74
7.792,8.54,7.916,7.968,8.172,8.3,7.836,8.024,9.508,7.772
7.832,8.524,7.964,8.012,7.916,8.22,7.852,7.888,10.284,7.772
7.784,8.632,7.952,8.012,7.528,8.228,7.84,7.9,11.22,7.712
7.684,8.704,7.912,7.996,8.38,8.312,7.86,8.068,11.024,7.732
7.768,8.696,7.9,7.968,9.764,8.376,7.836,8.028,9.544,7.748
7.852,8.7,7.936,8.008,10.392,8.264,7.828,7.908,8.7,7.752
7.8,8.756,7.952,8.024,10.544,8.296,7.82,7.86,8.416,7.732
7.756,8.84,7.924,8.012,10.764,8.388,7.852,8.028,8.096,7.676
7.76,8.84,7.88,7.972,10.748,8.46,7.852,8.048,7.968,7.68
7.824,8.848,7.912,8.008,9.964,8.38,7.844,7.924,8.036,7.684
7.716,8.88,7.96,8.028,8.636,8.38,7.804,7.868,8.192,7.728
7.616,8.968,7.912,8.016,7.788,8.492,7.804,8.012,8.184,7.708
7.864,8.968,7.88,7.96,8.052,8.544,7.816,8.068,8.02,7.708
8.32,8.924,7.92,7.936,7.96,8.468,7.812,7.96,7.964,7.732
8.824,8.948,7.992,7.98,7.284,8.476,7.82,7.864,8.084,7.7
9.396,9,7.912,8.104,7.016,8.58,7.824,7.972,8.116,7.716
10.112,8.952,7.864,8.336,7.804,8.668,7.872,8.064,7.996,7.636
10.86,8.908,7.92,8.848,8.22,8.616,7.82,7.968,7.956,7.556
11.156,8.856,7.952,9.372,7.864,8.584,7.82,7.84,8.068,7.412
10.336,8.84,7.908,10.02,7.544,8.708,7.82,7.96,8.096,7.532
8.948,8.792,7.924,10.636,8.18,8.776,7.816,8.084,7.972,7.784
8.104,8.648,7.916,10.504,8.52,8.744,7.832,7.996,7.936,8.436
7.804,8.584,7.968,9.656,8.128,8.708,7.808,7.848,8.064,9.232
7.748,8.572,7.964,8.948,7.576,8.768,7.812,7.9,8.124,9.872
7.692,8.508,7.9,8.396,8.056,8.856,7.84,8.06,8.012,10.488
7.824,8.396,7.884,7.924,8.488,8.856,7.852,8.044,7.944,10.956
7.912,8.316,7.92,7.648,8.184,8.752,7.852,7.884,8.024,11.064
7.876,8.276,7.904,7.488,7.632,8.776,7.804,7.904,8.148,10.804
7.84,8.288,8.04,7.412,7.936,8.824,7.836,8.06,8.072,9.62
7.9,8.164,8.324,7.432,8.488,8.812,7.828,8,8.02,8.344
7.96,8.12,8.88,7.46,8.292,8.664,7.828,7.876,8.004,7.776
7.92,8.128,9.524,7.556,7.732,8.62,7.816,7.884,8.148,7.612
7.836,8.132,10.22,7.648,7.84,8.672,7.84,8.028,8.096,7.516
7.86,8.076,10.932,7.736,8.456,8.616,7.848,8.04,8.036,7.516
7.952,8.036,10.512,7.824,8.392,8.472,7.848,7.932,8.068,7.636
7.928,8.04,9.672,7.916,7.876,8.4,7.832,7.892,8.2,7.652
7.848,8.084,9.144,8.032,7.8,8.412,7.852,7.992,8.172,7.692
7.864,8.048,8.628,8.06,8.448,8.424,7.824,8.056,8.248,7.748
7.976,7.972,8.132,8.096,8.544,8.28,7.84,7.932,8.36,7.764
7.928,7.996,7.832,8.124,8.052,8.188,7.84,7.828,8.248,7.74
7.908,8.04,7.568,8.176,7.772,8.244,7.84,7.92,8.088,7.704
7.896,8.028,7.608,8.136,8.404,8.264,7.84,8.06,7.916,7.684
7.976,7.984,7.876,8.164,8.656,8.152,7.856,7.952,7.96,7.708
7.984,7.968,8.048,8.184,8.192,8.076,7.832,7.816,8.124,7.756
7.96,8.032,8.088,8.228,7.752,8.124,7.86,7.904,8.176,7.712
7.912,8.052,8.072,8.188,8.376,8.168,7.868,8.044,8.088,7.688
8.008,7.992,8.068,8.192,8.744,8.1,7.856,7.936,8.096,7.676
8.036,7.956,8.088,8.228,8.356,8.012,7.84,7.792,8.256,7.708
7.996,8.024,8.068,8.264,7.86,8.06,7.864,7.864,8.384,7.64
7.944,8.036,8.056,8.22,8.328,8.124,7.868,8.016,8.272,7.688
8.068,7.996,8.048,8.228,8.784,8.088,7.856,7.944,8.18,7.784
8.1,7.988,8.092,8.264,8.48,7.992,7.872,7.844,8.384,7.724
8.036,8.016,8.096,8.252,7.944,7.988,7.864,7.872,8.472,7.736
7.992,8.024,8.06,8.256,8.264,8.08,7.872,8.004,8.304,7.764
8.072,8,8.036,8.248,8.832,8.088,7.844,7.964,8.236,7.764
8.156,7.936,8.072,8.316,8.68,8.004,7.868,7.876,8.34,7.716
8.104,8.02,8.124,8.3,8.156,7.992,7.864,7.828,8.488,7.68
8.076,8.044,8.064,8.292,8.3,8.076,7.86,7.964,8.468,7.74
8.136,7.992,8.052,8.288,8.9,8.116,7.888,8.02,8.364,7.756
8.22,7.968,8.084,8.32,8.868,8.012,7.872,7.916,8.456,7.756
8.192,7.996,8.116,8.324,8.412,7.96,7.852,7.804,8.648,7.8
8.164,8.028,8.092,8.332,8.34,8.064,7.852,7.944,8.6,7.76
8.216,8.008,8.064,8.316,9.008,8.096,7.9,7.996,8.424,7.78
8.336,7.968,8.116,8.352,9.14,8.012,7.844,7.9,8.48,7.8
8.316,7.968,8.172,8.392,8.692,7.972,7.86,7.808,8.648,7.808
8.308,8.024,8.168,8.4,8.444,8.08,7.892,7.9,8.772,7.792
8.344,8.016,8.128,8.404,9.116,8.124,7.892,7.992,8.788,7.76
8.44,7.98,8.156,8.392,9.384,8.044,7.864,7.904,8.808,7.84
8.512,7.964,8.192,8.46,8.976,7.976,7.868,7.788,8.792,7.872
8.516,8.016,8.18,8.46,8.556,8.06,7.868,7.848,8.808,7.844
8.512,8.016,8.164,8.472,9.176,8.116,7.856,8,8.532,7.812
8.632,7.984,8.184,8.468,9.572,8.06,7.876,7.916,8.428,7.924
8.72,7.964,8.24,8.512,9.228,8.004,7.888,7.784,8.492,7.916
8.704,8.004,8.232,8.548,8.736,8.044,7.856,7.864,8.576,7.916
8.704,8.04,8.22,8.568,9.204,8.128,7.888,8.012,8.312,7.94
8.832,7.976,8.236,8.536,9.656,8.108,7.9,7.94,8,7.968
8.928,7.948,8.3,8.608,9.296,8.012,7.868,7.804,8.076,8.044
8.908,7.988,8.296,8.664,8.684,8.028,7.868,7.836,8.288,7.984
8.912,8.008,8.28,8.68,8.908,8.132,7.876,7.988,8.236,8.02
8.996,7.976,8.268,8.688,9.384,8.152,7.9,7.992,8.06,8.04
9.08,7.948,8.344,8.78,9.072,8.036,7.864,7.852,8.02,8.124
8.984,7.976,8.412,8.832,8.444,8.032,7.864,7.832,8.212,8.08
8.924,8.028,8.388,8.824,8.42,8.128,7.912,7.94,8.292,8.152
8.904,7.968,8.34,8.868,8.932,8.16,7.896,7.968,8.108,8.168
8.936,7.936,8.46,8.936,8.732,8.064,7.88,7.896,7.876,8.24
8.824,7.956,8.488,8.984,8.152,8.02,7.884,7.804,7.96,8.248
8.656,8.012,8.532,9.056,7.956,8.092,7.892,7.94,7.936,8.268
8.576,7.96,8.484,9.092,8.536,8.128,7.892,8.008,7.968,8.292
8.54,7.928,8.58,9.16,8.56,8.064,7.916,7.896,8.168,8.356
8.424,7.944,8.7,9.196,8.008,8.008,7.936,7.796,8.42,8.348
8.252,7.972,8.676,9.288,7.672,8.092,7.948,7.92,8.232,8.26
8.196,7.98,8.724,9.32,8.252,8.148,8.048,8.04,8,8.228
8.18,7.936,8.788,9.348,8.484,8.072,8.104,7.94,7.968,8.256
8.124,7.944,8.888,9.428,7.976,8.024,8.136,7.84,7.9,8.22
8.008,7.976,8.924,9.488,7.5,8.08,8.108,7.98,7.9,8.188
7.964,7.996,8.948,9.496,8.012,8.108,8.084,8.16,7.952,8.144
8.008,7.932,9.016,9.544,8.428,8.068,8.052,8.048,7.892,8.076
7.992,7.924,9.1,9.576,8.008,7.988,8.096,7.928,8.032,8.036
7.908,7.956,9.136,9.604,7.464,8.048,8.088,7.988,7.988,7.984
7.864,7.976,9.112,9.576,7.9,8.124,8.08,8.156,7.872,7.928
7.876,7.916,9.124,9.54,8.388,8.1,8.088,8.1,7.964,7.908
7.932,7.924,9.196,9.544,8.04,8.004,8.032,7.972,8.112,7.884
7.88,7.952,9.184,9.508,7.48,8.024,8.008,7.988,8.136,7.796
7.824,7.992,9.128,9.428,7.76,8.104,7.964,8.124,7.92,7.736
7.856,7.94,9.048,9.348,8.316,8.112,7.948,8.1,7.824,7.736
7.924,7.908,9.028,9.292,8.128,8.012,7.94,7.972,7.972,7.74
7.872,7.928,9.02,9.212,7.572,8,7.924,7.924,8.056,7.748
7.792,7.984,8.884,9.068,7.664,8.096,7.936,8.08,7.916,7.732
7.824,7.952,8.752,8.932,8.252,8.12,7.976,8.072,7.76,7.704
7.912,7.896,8.704,8.904,8.224,8.02,7.896,7.952,7.764,7.728
7.872,7.94,8.66,8.776,7.688,8,7.856,7.828,7.968,7.712
7.816,7.96,8.552,8.708,7.532,8.088,7.86,7.968,7.976,7.7
7.828,7.94,8.392,8.596,8.168,8.136,7.864,7.984,7.844,7.704
7.936,7.904,8.38,8.52,8.336,8.028,7.848,7.8,7.836,7.668
7.88,7.928,8.36,8.44,7.796,8.008,7.816,7.684,7.972,7.712
7.796,7.976,8.26,8.42,7.5,8.072,7.844,7.832,7.98,7.692
7.82,7.964,8.192,8.328,8.092,8.132,7.852,7.932,7.912,7.632
7.916,7.928,8.176,8.272,8.404,8.056,7.856,7.856,7.868,7.6
7.904,7.92,8.172,8.272,7.876,8.012,7.828,7.712,8.02,7.632
7.828,7.968,8.116,8.224,7.424,8.068,7.844,7.82,8.052,7.652
7.816,7.98,8.072,8.184,7.964,8.128,7.848,7.956,7.92,7.684
7.892,7.932,8.068,8.144,8.424,8.06,7.828,7.852,7.832,7.72
7.924,7.9,8.092,8.164,7.996,8.016,7.84,7.696,7.952,7.684
7.824,7.964,8.084,8.172,7.464,8.064,7.844,7.768,8.024,7.676
7.776,8,8.028,8.152,7.896,8.144,7.844,7.92,7.904,7.692
7.856,7.92,8.02,8.076,8.368,8.12,7.844,7.848,7.896,7.7
7.904,7.888,8.068,8.1,8.1,8.012,7.836,7.752,7.952,7.7
7.856,7.952,8.052,8.136,7.508,8.028,7.82,7.792,8.024,7.664
7.804,7.964,8.012,8.072,7.78,8.108,7.856,7.928,7.944,7.608
7.832,7.948,7.996,8.076,8.304,8.116,7.848,7.892,7.86,7.648
7.912,7.9,8.04,8.084,8.16,8.036,7.832,7.8,7.936,7.676
7.848,7.932,8.06,8.076,7.58,8.016,7.86,7.756,8.044,7.648
7.788,7.988,7.992,8.112,7.66,8.12,7.868,7.82,7.972,7.696
7.824,7.944,7.992,8.056,8.264,8.144,7.852,7.716,7.876,7.656
7.94,7.916,8.008,8.06,8.232,8.052,7.86,7.584,7.968,7.72
7.88,7.92,8.06,8.096,7.68,8,7.872,7.672,8.108,7.708
7.812,7.984,8.028,8.072,7.564,8.092,7.876,8.136,8.088,7.664
7.8,7.932,7.984,8.056,8.168,8.132,7.9,8.648,8,7.64
7.896,7.908,8.036,8.068,8.296,8.028,7.804,9.148,8.04,7.66
7.872,7.9,8.08,8.1,7.82,8.012,7.728,9.556,8.252,7.696
7.8,7.972,8.024,8.088,7.436,8.096,7.708,10.328,8.232,7.616
7.812,7.972,7.988,8.076,8.076,8.14,7.832,10.892,7.972,7.636
7.884,7.9,7.996,8.076,8.364,8.06,8.244,10.404,7.96,7.688
7.892,7.9,8.048,8.08,7.928,8.008,9.12,9.196,8.156,7.74
7.824,7.96,7.992,8.112,7.38,8.052,10.48,8.504,8.204,7.728
7.788,7.98,7.992,8.1,7.964,8.132,11.728,8.304,8.112,7.772
7.856,7.916,7.992,8.06,8.36,8.064,12.92,7.996,8.08,7.804
7.876,7.9,8.044,8.088,7.98,8.008,13.06,7.724,8.192,7.88
7.8,7.944,8.052,8.124,7.448,8.036,11.72,7.796,8.248,7.892
7.752,7.952,7.992,8.116,7.828,8.116,9.78,8.072,8.096,7.896
7.82,7.932,7.98,8.076,8.32,8.1,8.308,8.056,8.024,7.9
7.88,7.908,8.048,8.1,8.028,8.028,7.844,7.948,8.068,7.904
7.832,7.932,8.036,8.112,7.524,8.012,7.844,7.944,8.156,7.868
7.764,7.968,8,8.112,7.696,8.112,7.832,8.084,8.044,7.852
7.8,7.908,7.984,8.108,8.232,8.108,7.928,8.012,7.896,7.884
7.904,7.896,8.016,8.128,8.052,8.016,8.08,7.908,7.916,7.876
7.844,7.964,8.052,8.116,7.572,8.012,8.128,7.884,8.032,7.756
7.772,8.008,7.98,8.124,7.592,8.112,8.16,8.02,7.944,7.732
7.796,7.964,7.976,8.072,8.208,8.156,8.116,8.048,7.852,7.684
7.888,7.968,8.032,8.072,8.176,8.036,8.056,7.956,7.84,7.664
7.832,8.052,8.024,8.104,7.644,8.016,8.04,7.864,7.928,7.628
7.768,8.052,8.012,8.088,7.536,8.076,8.012,8.016,7.936,7.636
7.784,8.04,7.984,8.084,8.104,8.164,8.012,8.072,7.82,7.62
7.852,7.98,7.968,8.064,8.256,8.024,8.004,7.948,7.76,7.596
7.832,8.016,8.048,8.068,7.768,8.012,7.992,7.856,7.908,7.648
7.764,8.1,7.992,8.08,7.44,8.064,8.02,7.972,7.92,7.632
7.756,8.12,7.972,8.084,8.016,8.144,8.036,8.104,7.824,7.588
7.86,8.068,7.984,8.036,8.332,8.064,8.008,7.972,7.776,7.624
7.856,8.04,8.012,8.064,7.868,7.996,8,7.868,7.88,7.668
7.776,8.068,8.024,8.056,7.424,8.048,7.996,7.976,7.944,7.648
7.748,8.04,7.964,8.056,7.872,8.124,8,8.136,7.848,7.6
7.832,7.964,7.98,8.008,8.308,8.084,8.024,8.036,7.812,7.624
7.856,7.936,8.008,8.06,7.936,8.012,8.032,7.924,7.892,7.628
7.788,7.98,7.984,8.04,7.42,8.024,8,7.964,7.952,7.58
7.748,7.988,7.96,8.02,7.776,8.136,8.044,8.108,7.816,7.576
7.836,7.896,7.952,8.012,8.28,8.128,8.064,8.06,7.748,7.636
7.888,7.892,8.004,8.028,7.984,8.028,8.032,7.984,7.72,7.588
7.796,7.936,7.992,8.056,7.456,8.036,8.032,7.972,7.844,7.436
7.728,7.928,7.96,8.052,7.672,8.1,8.056,8.124,8.028,7.384
7.808,7.88,7.94,8.036,8.212,8.112,8.1,8.12,8.412,7.556
7.884,7.852,7.98,8.052,8.048,8.012,8.08,8.028,8.8,7.9
7.82,7.892,8,8.052,7.52,8.012,8.076,7.992,9.424,8.468
7.732,7.908,7.952,8.032,7.592,8.092,8.104,8.136,9.956,9.172
7.804,7.908,7.936,8.008,8.156,8.14,8.108,8.18,10.688,9.784
7.872,7.852,7.976,8.02,8.156,8.036,8.12,8.064,10.952,10.412
7.816,7.872,8.004,8.048,7.652,8.012,8.104,8.016,10.032,10.776
7.74,7.944,7.968,8.04,7.54,8.064,8.12,8.164,8.912,10.936
7.756,7.916,7.944,8.004,8.056,8.156,8.156,8.264,8.252,10.676
7.892,7.864,7.968,8.032,8.244,8.024,8.152,8.14,7.948,9.524
